time_s,angle
0.005048513412475586,30.0
0.05695676803588867,30.78459095727845
0.11018157005310059,31.564344650402308
0.16259527206420898,32.334453638559054
0.21327543258666992,33.09016994374947
0.26553916931152344,33.8268343236509
0.31739306449890137,34.53990499739547
0.36954474449157715,35.224985647159485
0.4203314781188965,35.877852522924734
0.4709506034851074,36.494480483301835
0.5219600200653076,37.071067811865476
0.572765588760376,37.60405965600031
0.6238079071044922,38.09016994374947
0.6747314929962158,38.52640164354092
0.7253022193908691,38.91006524188368
0.7770130634307861,39.23879532511287
0.8279383182525635,39.510565162951536
0.8784952163696289,39.723699203976764
0.9289579391479492,39.876883405951375
0.9796559810638428,39.96917333733128
1.0313234329223633,40.0
1.0817365646362305,39.96917333733128
1.1324048042297363,39.876883405951375
1.1828782558441162,39.723699203976764
1.2337934970855713,39.510565162951536
1.28464674949646,39.23879532511286
1.3353314399719238,38.91006524188367
1.3858468532562256,38.52640164354092
1.4364206790924072,38.09016994374947
1.487417221069336,37.6040596560003
1.537829875946045,37.07106781186547
1.5883674621582031,36.49448048330183
1.6387395858764648,35.87785252292472
1.6892268657684326,35.22498564715948
1.7442445755004883,34.53990499739545
1.797398567199707,33.826834323650885
1.8480374813079834,33.090169943749466
1.898608922958374,32.33445363855904
1.9492573738098145,31.56434465040229
1.999755859375,30.784590957278432
2.0504825115203857,29.99999999999999
2.101027250289917,29.21540904272154
2.1520836353302,28.435655349597685
2.202751874923706,27.665546361440942
2.2535057067871094,26.909830056250524
2.304489850997925,26.173165676349104
2.3573784828186035,25.46009500260454
2.4081368446350098,24.775014352840515
2.4591808319091797,24.122147477075277
2.5098044872283936,23.505519516698175
2.5608160495758057,22.928932188134535
2.6116509437561035,22.3959403439997
2.6622304916381836,21.909830056250538
2.7134735584259033,21.473598356459092
2.764101982116699,21.089934758116335
2.814577579498291,20.761204674887146
2.865980863571167,20.48943483704847
2.916856527328491,20.276300796023243
2.967705011367798,20.12311659404863
3.0188519954681396,20.030826662668723
3.069664716720581,20.0
3.120598554611206,20.030826662668716
3.1713969707489014,20.123116594048618
3.222670555114746,20.27630079602322
3.2746241092681885,20.48943483704845
3.3271915912628174,20.76120467488711
3.3811850547790527,21.089934758116293
3.431624412536621,21.473598356459046
3.482513904571533,21.909830056250488
3.536104440689087,22.395940343999648
3.5866637229919434,22.928932188134475
3.6372320652008057,23.505519516698104
3.687828302383423,24.12214747707521
3.738875150680542,24.775014352840444
3.7896041870117188,25.460095002604458
3.8413217067718506,26.173165676349022
3.8921327590942383,26.90983005625044
3.9451825618743896,27.665546361440853
4.001405954360962,28.435655349597603
4.0528082847595215,29.215409042721454
4.10343861579895,29.9999999999999
4.1537089347839355,30.784590957278347
4.204289436340332,31.5643446504022
4.255090951919556,32.334453638558955
4.305835008621216,33.09016994374937
4.356462240219116,33.82683432365079
4.407474040985107,34.53990499739536
4.458546876907349,35.224985647159386
4.509383201599121,35.87785252292463
4.5602195262908936,36.49448048330174
4.611116886138916,37.07106781186538
4.662195205688477,37.604059656000224
4.7128119468688965,38.090169943749395
4.76342248916626,38.52640164354085
4.813856840133667,38.910065241883615
4.86451268196106,39.23879532511282
4.914920330047607,39.510565162951494
4.965635299682617,39.72369920397673
5.016333818435669,39.876883405951354
5.067116737365723,39.96917333733127
5.118207931518555,40.0
5.168804168701172,39.96917333733129
5.222280025482178,39.8768834059514
5.2732086181640625,39.72369920397681
5.326037406921387,39.510565162951586
5.37675404548645,39.23879532511293
5.427256345748901,38.91006524188376
5.4780943393707275,38.52640164354101
5.529098272323608,38.09016994374958
5.579742670059204,37.60405965600042
5.630732297897339,37.07106781186561
5.681561231613159,36.49448048330198
5.73217248916626,35.87785252292489
5.783876657485962,35.224985647159656
5.834489107131958,34.53990499739564
5.886955499649048,33.826834323651084
5.937981843948364,33.090169943749665
5.98908543586731,32.33445363855926
6.03973913192749,31.564344650402514
6.091506004333496,30.784590957278652
6.14253568649292,30.000000000000217
6.193711519241333,29.215409042721763
6.244794607162476,28.435655349597916
6.296123743057251,27.665546361441162
6.347397089004517,26.909830056250733
6.398828029632568,26.173165676349313
6.449668884277344,25.46009500260473
6.50060248374939,24.775014352840714
6.551828622817993,24.12214747707546
6.602733135223389,23.50551951669834
6.653415203094482,22.9289321881347
6.704529523849487,22.395940343999847
6.756001710891724,21.909830056250676
6.807416200637817,21.473598356459206
6.8586106300354,21.08993475811643
6.909637451171875,20.76120467488723
6.960611581802368,20.48943483704854
7.011749982833862,20.276300796023296
7.0627663135528564,20.123116594048664
7.113921165466309,20.03082666266874
7.164583683013916,20.0
7.21550178527832,20.0308266626687
7.2662718296051025,20.12311659404858
7.317309379577637,20.276300796023172
7.36853814125061,20.489434837048375
7.419575214385986,20.761204674887026
7.47067403793335,21.089934758116193
7.521793365478516,21.473598356458925
7.572610378265381,21.909830056250357
7.623810052871704,22.395940343999495
7.67499566078186,22.928932188134315
7.725774526596069,23.50551951669794
7.776341438293457,24.12214747707502
7.827439069747925,24.77501435284025
7.878432512283325,25.460095002604252
7.929472208023071,26.173165676348816
7.980356454849243,26.909830056250236
8.031424045562744,27.665546361440633
8.082343816757202,28.43565534959738
8.133492231369019,29.215409042721223
8.184294939041138,29.999999999999677
8.235001564025879,30.78459095727813
8.285821676254272,31.564344650401996
8.337568998336792,32.33445363855875
8.388988018035889,33.0901699437492
8.439489841461182,33.82683432365064
8.49008059501648,34.53990499739522
8.542356252670288,35.22498564715927
8.59314775466919,35.87785252292453
8.643625497817993,36.49448048330166
8.694435358047485,37.07106781186531
8.745474815368652,37.60405965600017
8.79714322090149,38.09016994374936
8.847700595855713,38.52640164354082
8.8988516330719,38.91006524188359
8.949264764785767,39.238795325112804
8.999707460403442,39.51056516295149
9.050652265548706,39.723699203976736
9.101742506027222,39.876883405951354
9.152565002441406,39.96917333733127
9.203476667404175,40.0
9.254149913787842,39.969173337331284
9.305248975753784,39.87688340595139
9.356365442276001,39.723699203976786
9.40773057937622,39.51056516295156
9.460965156555176,39.23879532511289
9.511887788772583,38.9100652418837
9.562988996505737,38.52640164354095
9.613832473754883,38.09016994374949
9.664683818817139,37.604059656000324
9.71579384803772,37.07106781186549
9.766656160354614,36.49448048330183
9.817977905273438,35.87785252292472
9.868618488311768,35.22498564715946
9.92064094543457,34.53990499739543
9.971317291259766,33.82683432365086
10.02180552482605,33.090169943749416
10.072883367538452,32.33445363855898
10.124648332595825,31.56434465040222
10.17552638053894,30.784590957278354
10.226146221160889,29.9999999999999
10.27664041519165,29.21540904272143
10.327578067779541,28.435655349597567
10.37828540802002,27.665546361440818
10.429124355316162,26.909830056250378
10.480350255966187,26.173165676348958
10.531385898590088,25.460095002604387
10.582722663879395,24.77501435284037
10.6331946849823,24.122147477075103
10.683904886245728,23.505519516698
10.73445463180542,22.92893218813437
10.785792350769043,22.39594034399955
10.83609390258789,21.909830056250392
10.886829137802124,21.47359835645894
10.937947750091553,21.0899347581162
10.988513469696045,20.76120467488703
